Name,Family_size,Status,Location,Age,Budget,Type of Vehicle,Model,Category,Accessories Name
CUS254,4,High,Married,CD,<40,Gasoline,S550 Sedan,Entertainment,Burmester High-End 3D Surround Sound system
CUS255,4,High,Married,CD,<40,Gasoline,S550 Sedan,Performance,MAGIC BODY CONTROL
CUS256,4,High,Married,CD,<40,Gasoline,S550 Sedan,Styling,AMG Heritage Hub Cap Inserts
CUS257,4,High,Married,CD,<40,Electric,S550e Plug-in Hybrid,Comfort,Exclusive trim
CUS258,4,High,Married,CD,<40,Electric,S550e Plug-in Hybrid,Entertainment,Surround View System
CUS259,4,High,Married,CD,<40,Electric,S550e Plug-in Hybrid,Performance,Night View Assist PLUS
CUS260,4,High,Married,CD,<40,Electric,S550e Plug-in Hybrid,Styling,Wheel Locks
CUS261,4,High,Married,LD,>40,Gasoline,S600 Sedan,Comfort,Executive Rear Seat Package PLUS
CUS262,4,High,Married,LD,>40,Gasoline,S600 Sedan,Entertainment,SPLITVIEW front-seat entertainment system
CUS263,4,High,Married,LD,>40,Gasoline,S600 Sedan,Performance,"mbrace Secure
6-month free trial"
CUS264,4,High,Married,LD,>40,Gasoline,S600 Sedan,Styling,Tire valve stem caps
CUS265,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Comfort,Heated steering wheel
CUS266,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Entertainment,Driver Assistance Package
CUS267,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Performance,AIRMATIC semi-active air suspension
CUS268,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Styling,18-inch 10-spoke alloy wheels
CUS269,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Comfort,Heated steering wheel
CUS270,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Entertainment,Driver Assistance Package
CUS271,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Performance,AIRMATIC semi-active air suspension
CUS272,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Styling,19-inch 10-spoke alloy wheels
CUS273,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Comfort,AMG Performance front seats
CUS274,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Entertainment,AMG Head-Up Display
CUS275,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS276,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Styling,Panorama roof
CUS277,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Comfort,AMG Performance front seats
CUS278,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Entertainment,AMG Head-Up Display
CUS279,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS280,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Styling,Panorama roof
CUS281,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Comfort,Ventilated front seats
CUS282,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Entertainment,AMG Night Package
CUS283,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Performance,Parking Assist Package
CUS284,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Styling,AMG Carbon Fiber Rear Spoiler
CUS285,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Comfort,AMG Performance Nappa/DINAMICA steering wheel
CUS286,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Entertainment,AMG Night Package
CUS287,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Performance,AMG Exterior Carbon Fiber Package 1
CUS288,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Styling,Red seat belts
CUS289,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Comfort,AMG Door Pins
CUS290,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Entertainment,AMG Night Package
CUS291,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Performance,AMG Performance Exhaust System
CUS292,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Styling,AMG Side Sill Panels
CUS293,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Comfort,Cabin atomizer fragrances
CUS294,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Entertainment,AMG Night Package
CUS295,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Performance,AMG Carbon-Ceramic Front Braking System
CUS296,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Styling,Wheel Hub Inserts
CUS297,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Comfort,"mbrace Concierge
3-month free trial"
CUS298,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Entertainment,Garmin® MAP PILOT
CUS299,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Performance,AMG Carbon-Ceramic Front Braking System
CUS300,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Styling,Chrome Door Handle Inserts
CUS301,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Comfort,"mbrace Concierge
3-month free trial"
CUS302,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Entertainment,AMG Head-Up Display
CUS303,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Performance,AMG Exterior Carbon Fiber Package
CUS304,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Styling,AMG Carbon Fiber Rear Spoiler
CUS305,3,Low,Married,CD,>40,Gasoline,AMG CLA45 Coupe,Comfort,AMG RIDE CONTROL Sport Suspension
CUS306,3,Low,Married,CD,>40,Gasoline,AMG CLA45 Coupe,Entertainment,harman/kardon LOGIC7® surround sound system
CUS307,3,Low,Married,CD,>40,Gasoline,AMG CLA45 Coupe,Performance,AMG Performance Exhaust System
CUS308,3,Low,Married,CD,>40,Gasoline,AMG CLA45 Coupe,Styling,Panorama roof
CUS309,3,High,Married,LD,<40,Gasoline,AMG CLS63 S Coupe,Comfort,Illuminated Star
CUS310,3,High,Married,LD,<40,Gasoline,AMG CLS63 S Coupe,Entertainment,Tire valve stem caps
CUS311,3,High,Married,LD,<40,Gasoline,AMG CLS63 S Coupe,Performance,AMG Exterior Carbon Fiber Package
CUS312,3,High,Married,LD,<40,Gasoline,AMG CLS63 S Coupe,Styling,AMG Night Styling Package
CUS313,4,Medium ,Single,LD,>40,Gasoline,AMG E43 Sedan,Comfort,Acoustic Comfort Package
CUS314,4,Medium ,Single,LD,>40,Gasoline,AMG E43 Sedan,Entertainment,Burmester High-End 3D Surround Sound system
CUS315,4,Medium ,Single,LD,>40,Gasoline,AMG E43 Sedan,Performance,"mbrace Secure
6-month free trial"
CUS316,4,Medium ,Single,LD,>40,Gasoline,AMG E43 Sedan,Styling,Media Interface consumer cable kit NTG5
CUS317,5,High,Single,CD,>40,Gasoline,AMG G63 SUV,Comfort,designo Manufaktur two-tone Nappa leather upholstery
CUS318,5,High,Single,CD,>40,Gasoline,AMG G63 SUV,Entertainment,Outer protective strips in carbon fiber
CUS319,5,High,Single,CD,>40,Gasoline,AMG G63 SUV,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS320,5,High,Single,CD,>40,Gasoline,AMG G63 SUV,Styling,Red seat belts
CUS321,5,High,Married,CD,>40,Gasoline,AMG G65 SUV,Comfort,designo Manufaktur two-tone Nappa steering wheel
CUS322,5,High,Married,CD,>40,Gasoline,AMG G65 SUV,Entertainment,DINAMICA Interior Package
CUS323,5,High,Married,CD,>40,Gasoline,AMG G65 SUV,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS324,5,High,Married,CD,>40,Gasoline,AMG G65 SUV,Styling,Wheel Hub Inserts
CUS325,5,Low,Married,CD,>40,Gasoline,AMG GLA45 SUV,Comfort,AMG illuminated front door sills
CUS326,5,Low,Married,CD,>40,Gasoline,AMG GLA45 SUV,Entertainment,Driver Assistance Package
CUS327,5,Low,Married,CD,>40,Gasoline,AMG GLA45 SUV,Performance,AMG Performance Exhaust System
CUS328,5,Low,Married,CD,>40,Gasoline,AMG GLA45 SUV,Styling,19-inch 5-spoke alloy wheels
CUS329,5,Low,Married,LD,>40,Gasoline,AMG GLC43 SUV,Comfort,Trailer hitch (Class II)
CUS330,5,Low,Married,LD,>40,Gasoline,AMG GLC43 SUV,Entertainment,AMG Night Package
CUS331,5,Low,Married,LD,>40,Gasoline,AMG GLC43 SUV,Performance,Advanced Parking Assist Package
CUS332,5,Low,Married,LD,>40,Gasoline,AMG GLC43 SUV,Styling,Carbon Fiber Look Mirror Housing
CUS333,3,Medium ,Single,LD,<40,Gasoline,AMG GLE43 Coupe,Comfort,Topstitched dashboard trim
CUS334,3,Medium ,Single,LD,<40,Gasoline,AMG GLE43 Coupe,Entertainment,ACTIVE CURVE SYSTEM
CUS335,3,Medium ,Single,LD,<40,Gasoline,AMG GLE43 Coupe,Performance,MAGIC VISION CONTROL
CUS336,3,Medium ,Single,LD,<40,Gasoline,AMG GLE43 Coupe,Styling,Trailer hitch (Class III)
CUS337,5,Medium ,Single,LD,<40,Gasoline,AMG GLE43 SUV,Comfort,Heated steering wheel
CUS338,5,Medium ,Single,LD,<40,Gasoline,AMG GLE43 SUV,Entertainment,Accessory Chrome Package
CUS339,5,Medium ,Single,LD,<40,Gasoline,AMG GLE43 SUV,Performance,Trailer hitch (Class III)
CUS340,5,Medium ,Single,LD,<40,Gasoline,AMG GLE43 SUV,Styling,21-inch twin 5-spoke wheels
CUS341,3,High,Single,LD,>40,Gasoline,AMG GLE63 S Coupe,Comfort,AMG Door Pins
CUS342,3,High,Single,LD,>40,Gasoline,AMG GLE63 S Coupe,Performance,AMG Dynamic Performance Exhaust
CUS343,3,High,Single,LD,>40,Gasoline,AMG GLE63 S Coupe,Styling,Tire valve stem caps
CUS344,3,High,Single,LD,>40,Gasoline,AMG GLE63 S Coupe,Entertainment,AMG Night Package
CUS345,5,High,Married,CD,<40,Gasoline,AMG GLE63 S SUV,Comfort,Heated steering wheel
CUS346,5,High,Married,CD,<40,Gasoline,AMG GLE63 S SUV,Performance,Night Package
CUS347,5,High,Married,CD,<40,Gasoline,AMG GLE63 S SUV,Styling,Brushed aluminum running boards
CUS348,5,High,Married,CD,<40,Gasoline,AMG GLE63 S SUV,Entertainment,AMG Night Package
CUS349,5,High,Single,CD,<40,Gasoline,AMG GLE63 SUV,Comfort,Heated steering wheel
CUS350,5,High,Single,CD,<40,Gasoline,AMG GLE63 SUV,Performance,Parking Assist Package
CUS351,5,High,Single,CD,<40,Gasoline,AMG GLE63 SUV,Styling,AMG Heritage Hub Cap Inserts
CUS352,5,High,Single,CD,<40,Gasoline,AMG GLE63 SUV,Entertainment,AMG Night Package
CUS353,5,High,Single,LD,>40,Gasoline,AMG GLS63 SUV,Comfort,Heated steering wheel
CUS354,5,High,Single,LD,>40,Gasoline,AMG GLS63 SUV,Performance,AMG Performance steering wheel
CUS355,5,High,Single,LD,>40,Gasoline,AMG GLS63 SUV,Styling,19 inch 5-spoke wheel
CUS356,5,High,Single,LD,>40,Gasoline,AMG GLS63 SUV,Entertainment,AMG Night Package
CUS357,2,High,Married,CD,>40,Gasoline,AMG S63 Cabriolet,Comfort,Cabin atomizer fragrances
CUS358,2,High,Married,CD,>40,Gasoline,AMG S63 Cabriolet,Entertainment,Driver Assistance Package
CUS359,2,High,Married,CD,>40,Gasoline,AMG S63 Cabriolet,Performance,AMG Carbon Ceramic braking system
CUS360,2,High,Married,CD,>40,Gasoline,AMG S63 Cabriolet,Styling,Headlamps with Swarovski crystal accents
CUS361,3,High,Single,CD,>40,Gasoline,AMG S63 Coupe,Comfort,Refrigerator box for rear cabin
CUS362,3,High,Single,CD,>40,Gasoline,AMG S63 Coupe,Entertainment,Driver Assistance Package
CUS363,3,High,Single,CD,>40,Gasoline,AMG S63 Coupe,Performance,Night View Assist PLUS
CUS364,3,High,Single,CD,>40,Gasoline,AMG S63 Coupe,Styling,Carbon fiber engine cover
CUS365,4,High,Married,LD,<40,Gasoline,AMG S63 Sedan,Comfort,Electrically heated windshield
CUS366,4,High,Married,LD,<40,Gasoline,AMG S63 Sedan,Entertainment,"mbrace Entertain
3-month free trial"
CUS367,4,High,Married,LD,<40,Gasoline,AMG S63 Sedan,Performance,"mbrace Secure
6-month free trial"
CUS368,4,High,Married,LD,<40,Gasoline,AMG S63 Sedan,Styling,MAGIC SKY CONTROL®
CUS369,2,High,Married,LD,>40,Gasoline,AMG S65 Cabriolet,Comfort,Refrigerator box for rear cabin
CUS370,2,High,Married,LD,>40,Gasoline,AMG S65 Cabriolet,Performance,AMG Ceramic Compound braking system
CUS371,2,High,Married,LD,>40,Gasoline,AMG S65 Cabriolet,Styling,AMG Exterior Night Styling Package
CUS372,2,High,Married,LD,>40,Gasoline,AMG S65 Cabriolet,Entertainment,AMG Night Package
CUS373,3,High,Married,CD,>40,Gasoline,AMG S65 Coupe,Comfort,Comfort box
CUS374,3,High,Married,CD,>40,Gasoline,AMG S65 Coupe,Entertainment,SPLITVIEW front-seat entertainment system
CUS375,3,High,Married,CD,>40,Gasoline,AMG S65 Coupe,Performance,AMG Exterior Carbon Fiber Package
CUS376,3,High,Married,CD,>40,Gasoline,AMG S65 Coupe,Styling,Chrome Door Handle Inserts
CUS377,4,High,Single,CD,>40,Gasoline,AMG S65 Sedan,Comfort,Executive Rear Seat Package PLUS
CUS378,4,High,Single,CD,>40,Gasoline,AMG S65 Sedan,Entertainment,"Media Interface cable, Lightning"
CUS379,4,High,Single,CD,>40,Gasoline,AMG S65 Sedan,Performance,"mbrace Secure
6-month free trial"
CUS380,4,High,Single,CD,>40,Gasoline,AMG S65 Sedan,Styling,AMG Heritage Hub Cap Inserts
CUS381,2,High,Married,CD,<40,Gasoline,C300 4MATIC Cabriolet,Comfort,Heated and ventilated seats
CUS382,2,High,Married,CD,<40,Gasoline,C300 4MATIC Cabriolet,Performance,AIRMATIC Package
CUS383,2,High,Married,CD,<40,Gasoline,C300 4MATIC Cabriolet,Styling,AMG Additional Flics
CUS384,2,High,Married,CD,<40,Gasoline,C300 4MATIC Cabriolet,Entertainment,AMG Night Package
CUS385,3,Low,Single,LD,<40,Gasoline,C300 4MATIC Coupe,Comfort,Memory for front passenger seat
CUS386,3,Low,Single,LD,<40,Gasoline,C300 4MATIC Coupe,Performance,Rearview camera
CUS387,3,Low,Single,LD,<40,Gasoline,C300 4MATIC Coupe,Styling,Black Mirror Housing
CUS388,3,Low,Single,LD,<40,Gasoline,C300 4MATIC Coupe,Entertainment,AMG Night Package
CUS389,4,Low,Single,LD,<40,Gasoline,C300 4MATIC Sedan,Comfort,Trailer hitch (Class II)
CUS390,4,Low,Single,LD,<40,Gasoline,C300 4MATIC Sedan,Entertainment,AMG Night Package
CUS391,4,Low,Single,LD,<40,Gasoline,C300 4MATIC Sedan,Performance,Advanced Parking Assist Package
CUS392,4,Low,Single,LD,<40,Gasoline,C300 4MATIC Sedan,Styling,Carbon Fiber Look Mirror Housing
CUS393,2,Low,Single,CD,<40,Gasoline,C300 Cabriolet,Performance,AIRMATIC Package
CUS394,2,Low,Single,CD,<40,Gasoline,C300 Cabriolet,Styling,19-inch 6-spoke Alloy Wheels
CUS395,2,Low,Single,CD,<40,Gasoline,C300 Cabriolet,Comfort,Trailer hitch (Class II)
CUS396,2,Low,Single,CD,<40,Gasoline,C300 Cabriolet,Entertainment,AMG Night Package
CUS397,3,Low,Single,CD,<40,Gasoline,C300 Coupe,Comfort,Heated and ventilated front seats
CUS398,3,Low,Single,CD,<40,Gasoline,C300 Coupe,Entertainment,"Media Interface consumer cable, micro USB, NTG5"
CUS399,3,Low,Single,CD,<40,Gasoline,C300 Coupe,Performance,"mbrace Secure
6-month free trial"
CUS400,3,Low,Single,CD,<40,Gasoline,C300 Coupe,Styling,"Media Interface consumer cable, micro USB, NTG5"
CUS401,4,Low,Married,CD,<40,Gasoline,C300 Sedan,Comfort,Trailer hitch (Class II)
CUS402,4,Low,Married,CD,<40,Gasoline,C300 Sedan,Entertainment,AMG Night Package
CUS403,4,Low,Married,CD,<40,Gasoline,C300 Sedan,Performance,Advanced Parking Assist Package
CUS404,4,Low,Married,CD,<40,Gasoline,C300 Sedan,Styling,Carbon Fiber Look Mirror Housing
CUS405,4,Low,Single,CD,<40,Electric,C350e Plug-in Hybrid Sedan,Comfort,Topstitched MB-Tex upper dash trim
CUS406,4,Low,Single,CD,<40,Electric,C350e Plug-in Hybrid Sedan,Entertainment,Multicolor LED ambient lighting
CUS407,4,Low,Single,CD,<40,Electric,C350e Plug-in Hybrid Sedan,Performance,"mbrace Secure
6-month free trial"
CUS408,4,Low,Single,CD,<40,Electric,C350e Plug-in Hybrid Sedan,Styling,Rear spoiler
CUS409,3,Low,Married,LD,<40,Gasoline,CLA250 4MATIC Coupe,Comfort,"mbrace Concierge
3-month free trial"
CUS410,3,Low,Married,LD,<40,Gasoline,CLA250 4MATIC Coupe,Entertainment,harman/kardon LOGIC7® surround sound system
CUS411,3,Low,Married,LD,<40,Gasoline,CLA250 4MATIC Coupe,Performance,Adjustable suspension
CUS412,3,Low,Married,LD,<40,Gasoline,CLA250 4MATIC Coupe,Styling,Rear spoiler
CUS413,3,Low,Married,CD,<40,Gasoline,CLA250 Coupe,Comfort,Convenience Package
CUS414,3,Low,Married,CD,<40,Gasoline,CLA250 Coupe,Entertainment,KEYLESS-GO
CUS415,3,Low,Married,CD,<40,Gasoline,CLA250 Coupe,Performance,Blind Spot Assist
CUS416,3,Low,Married,CD,<40,Gasoline,CLA250 Coupe,Styling,LED headlamps and taillamps
CUS417,3,Medium ,Married,LD,>40,Gasoline,CLS550 4MATIC Coupe,Comfort,Illuminated Door Sills
CUS418,3,Medium ,Married,LD,>40,Gasoline,CLS550 4MATIC Coupe,Entertainment,Driver Assistance Package
CUS419,3,Medium ,Married,LD,>40,Gasoline,CLS550 4MATIC Coupe,Performance,Lane Tracking Package
CUS420,3,Medium ,Married,LD,>40,Gasoline,CLS550 4MATIC Coupe,Styling,Wood/leather steering wheel
CUS421,3,Medium ,Married,LD,<40,Gasoline,CLS550 Coupe,Comfort,Heated steering wheel
CUS422,3,Medium ,Married,LD,<40,Gasoline,CLS550 Coupe,Entertainment,Driver Assistance Package
CUS423,3,Medium ,Married,LD,<40,Gasoline,CLS550 Coupe,Performance,Lane Tracking Package
CUS424,3,Medium ,Married,LD,<40,Gasoline,CLS550 Coupe,Styling,License plate frame
CUS425,4,Low,Single,LD,>40,Gasoline,E300 4MATIC Sedan,Comfort,Trailer hitch (Class II)
CUS426,4,Low,Single,LD,>40,Gasoline,E300 4MATIC Sedan,Entertainment,AMG Night Package
CUS427,4,Low,Single,LD,>40,Gasoline,E300 4MATIC Sedan,Performance,Advanced Parking Assist Package
CUS428,4,Low,Single,LD,>40,Gasoline,E300 4MATIC Sedan,Styling,Carbon Fiber Look Mirror Housing
CUS429,4,Low,Married,CD,>40,Gasoline,E300 Sedan,Comfort,Warmth & Comfort Package
CUS430,4,Low,Married,CD,>40,Gasoline,E300 Sedan,Entertainment,Household-type 115V power outlet
CUS431,4,Low,Married,CD,>40,Gasoline,E300 Sedan,Performance,AIR BODY CONTROL
CUS432,4,Low,Married,CD,>40,Gasoline,E300 Sedan,Styling,Panorama roof
CUS433,3,Low,Single,LD,>40,Gasoline,E400 4MATIC Coupe,Comfort,Illuminated Door Sills
CUS434,3,Low,Single,LD,>40,Gasoline,E400 4MATIC Coupe,Entertainment,AMG Night Package
CUS435,3,Low,Single,LD,>40,Gasoline,E400 4MATIC Coupe,Performance,Advanced Parking Assist Package
CUS436,3,Low,Single,LD,>40,Gasoline,E400 4MATIC Coupe,Styling,AMG 19-inch 7-spoke wheels
CUS437,2,Medium ,Married,CD,<40,Gasoline,E400 Cabriolet,Comfort,Heated steering wheel
CUS438,2,Medium ,Married,CD,<40,Gasoline,E400 Cabriolet,Entertainment,Driver Assistance Package
CUS439,2,Medium ,Married,CD,<40,Gasoline,E400 Cabriolet,Performance,AIRMATIC semi-active air suspension
CUS440,2,Medium ,Married,CD,<40,Gasoline,E400 Cabriolet,Styling,Wheel Locks
CUS441,3,Low,Single,CD,>40,Gasoline,E400 Coupe,Comfort,Illuminated Door Sills
CUS442,3,Low,Single,CD,>40,Gasoline,E400 Coupe,Entertainment,Driver Assistance Package
CUS443,3,Low,Single,CD,>40,Gasoline,E400 Coupe,Performance,AIRMATIC semi-active air suspension
CUS444,3,Low,Single,CD,>40,Gasoline,E400 Coupe,Styling,18-inch two-tone 5-spoke wheels
CUS445,2,Medium ,Single,LD,>40,Gasoline,E550 Cabriolet,Comfort,Wind Stop
CUS446,2,Medium ,Single,LD,>40,Gasoline,E550 Cabriolet,Entertainment,Sport Package
CUS447,2,Medium ,Single,LD,>40,Gasoline,E550 Cabriolet,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS448,2,Medium ,Single,LD,>40,Gasoline,E550 Cabriolet,Styling,Exterior Mirror Housings
CUS449,3,Medium ,Single,CD,>40,Gasoline,E550 Coupe,Comfort,AMG Performance front seats
CUS450,3,Medium ,Single,CD,>40,Gasoline,E550 Coupe,Entertainment,AMG Head-Up Display
CUS451,3,Medium ,Single,CD,>40,Gasoline,E550 Coupe,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS452,3,Medium ,Single,CD,>40,Gasoline,E550 Coupe,Styling,Panorama roof
CUS453,5,High,Married,LD,>40,Gasoline,G550 SUV,Comfort,designo Manufaktur Deep Sea Blue stitching
CUS454,5,High,Married,LD,>40,Gasoline,G550 SUV,Entertainment,AMG Night Package
CUS455,5,High,Married,LD,>40,Gasoline,G550 SUV,Performance,Adjustable suspension
CUS456,5,High,Married,LD,>40,Gasoline,G550 SUV,Styling,Outer protective strips in black
CUS457,5,Low,Single,LD,<40,Gasoline,GLA250 4MATIC SUV,Comfort,Interior Package
CUS458,5,Low,Single,LD,<40,Gasoline,GLA250 4MATIC SUV,Entertainment,Driver Assistance Package
CUS459,5,Low,Single,LD,<40,Gasoline,GLA250 4MATIC SUV,Performance,Rearview camera
CUS460,5,Low,Single,LD,<40,Gasoline,GLA250 4MATIC SUV,Styling,LED Logo Projector
CUS461,5,Low,Single,CD,<40,Gasoline,GLA250 SUV,Comfort,AMG Round Door-Pin
CUS462,5,Low,Single,CD,<40,Gasoline,GLA250 SUV,Entertainment,Driver Assistance Package
CUS463,5,Low,Single,CD,<40,Gasoline,GLA250 SUV,Performance,Blind Spot Assist
CUS464,5,Low,Single,CD,<40,Gasoline,GLA250 SUV,Styling,Bi-Xenon headlamps and LED taillamps
CUS465,3,Low,Married,LD,>40,Gasoline,GLC300 4MATIC Coupe,Comfort,Front Protective Trim
CUS466,3,Low,Married,LD,>40,Gasoline,GLC300 4MATIC Coupe,Entertainment,AMG Night Package
CUS467,3,Low,Married,LD,>40,Gasoline,GLC300 4MATIC Coupe,Performance,Blind Spot Assist
CUS468,3,Low,Married,LD,>40,Gasoline,GLC300 4MATIC Coupe,Styling,Brushed aluminum running boards
CUS469,5,Low,Single,LD,>40,Gasoline,GLC300 4MATIC SUV,Comfort,Rear-side window sunshades
CUS470,5,Low,Single,LD,>40,Gasoline,GLC300 4MATIC SUV,Entertainment,Garmin® MAP PILOT
CUS471,5,Low,Single,LD,>40,Gasoline,GLC300 4MATIC SUV,Performance,Blind Spot Assist
CUS472,5,Low,Single,LD,>40,Gasoline,GLC300 4MATIC SUV,Styling,Roof Spoiler
CUS473,5,Low,Single,CD,>40,Gasoline,GLC300 SUV,Comfort,Heated front seats
CUS474,5,Low,Single,CD,>40,Gasoline,GLC300 SUV,Entertainment,AMG Head-Up Display
CUS475,5,Low,Single,CD,>40,Gasoline,GLC300 SUV,Performance,AIR BODY CONTROL
CUS476,5,Low,Single,CD,>40,Gasoline,GLC300 SUV,Styling,20-inch 5-spoke alloy wheel
CUS477,5,Low,Married,LD,<40,Gasoline,GLE350 4MATIC SUV,Comfort,Interior Sport Package
CUS478,5,Low,Married,LD,<40,Gasoline,GLE350 4MATIC SUV,Entertainment,harman/kardon LOGIC7® surround sound system
CUS479,5,Low,Married,LD,<40,Gasoline,GLE350 4MATIC SUV,Performance,ACTIVE CURVE SYSTEM Package
CUS480,5,Low,Married,LD,<40,Gasoline,GLE350 4MATIC SUV,Styling,21-inch twin 5-spoke wheels
CUS481,5,Low,Married,CD,<40,Gasoline,GLE350 SUV,Comfort,Interior Sport Package
CUS482,5,Low,Married,CD,<40,Gasoline,GLE350 SUV,Entertainment,Tire valve stem caps
CUS483,5,Low,Married,CD,<40,Gasoline,GLE350 SUV,Performance,AMG Exterior Carbon Fiber Package
CUS484,5,Low,Married,CD,<40,Gasoline,GLE350 SUV,Styling,Lighting kit for running boards
CUS485,5,Medium ,Single,LD,<40,Electric,GLE550e 4MATIC Plug-in Hybrid SUV,Comfort,AMG Door Pins
CUS486,5,Medium ,Single,LD,<40,Electric,GLE550e 4MATIC Plug-in Hybrid SUV,Entertainment,Burmester High-End 3D Surround Sound system
CUS487,5,Medium ,Single,LD,<40,Electric,GLE550e 4MATIC Plug-in Hybrid SUV,Performance,Parking Assist with Parking Pilot
CUS488,5,Medium ,Single,LD,<40,Electric,GLE550e 4MATIC Plug-in Hybrid SUV,Styling,Tire valve stem caps
CUS489,5,Medium ,Single,CD,<40,Gasoline,GLS450 SUV,Comfort,Heated steering wheel
CUS490,5,Medium ,Single,CD,<40,Gasoline,GLS450 SUV,Entertainment,Driver Assistance Package
CUS491,5,Medium ,Single,CD,<40,Gasoline,GLS450 SUV,Performance,Off-road Package
CUS492,5,Medium ,Single,CD,<40,Gasoline,GLS450 SUV,Styling,Panorama roof
CUS493,5,Medium ,Married,CD,<40,Gasoline,GLS550 SUV,Comfort,designo Manufaktur two-tone Nappa steering wheel
